Ronkonkoma - Ronkonkoma,12487
Penn Station - Bridgehampton,574
Woodside - Massapequa,220
East New York - St. Albans,17
East New York - Lynbrook,18
East New York - Rockville Centre,25
Plandome - Lindenhurst,168
Plandome - Country Life Press,168
Penn Station - East Hampton,363
Broadway - Hampton Bays,84
Broadway - East Rockaway,147
East Rockaway - Hampton Bays,254
Broadway - Bellerose,96
New Hyde Park - Hempstead Gardens,164
['New Hyde Park'][],330
New Hyde Park - West Hempstead,179
New Hyde Park - Hampton Bays,51
New Hyde Park - Mastic Shirley,44
New Hyde Park - East Rockaway,56
Gibson - Gibson,229
Woodside - Massapequa Park,223
Baldwin - Merrick,98
Baldwin - Bellmore,94
Baldwin - Wantagh,93
Baldwin - Seaford,93
Baldwin - Massapequa,70
Baldwin - Massapequa Park,65
Hunterspoint Avenue - Bridgehampton,93
Hunterspoint Avenue - East Hampton,64
Hunterspoint Avenue - Amagansett,44
Greenvale - Greenvale,99
Woodside - Hollis,16
Woodside - Queens Village,16
Woodside - Bellerose,15
Woodside - Stewart Manor,8
Woodside - Nassau Boulevard,6
Woodside - Garden City,4
Woodside - Country Life Press,4
New Hyde Park - Bethpage,10
Atlantic Terminal - Island Park,132
['Great Neck'][],33
Great Neck - Mineola,55
Great Neck - Islip,6
Long Island City - Babylon,38
Long Island City - Bay Shore,34
Long Island City - Islip,27
Long Island City - Great River,24
Long Island City - Oakdale,22
Long Island City - Sayville,17
Jamaica - Westwood,41
Hunterspoint Avenue - Glen Cove,86
Belmont - Belmont,12
Merrick - Wantagh,46
Merrick - Seaford,46
Merrick - Massapequa,44
['Westbury'][],706
Westbury - Baldwin,300
Westbury - East Rockaway,299
Hempstead - East Rockaway,192
['Hempstead'][],300
Hempstead - West Hempstead,100
Hempstead - New Hyde Park,139
Hunterspoint Avenue - Deer Park,142
Riverhead - Riverhead,35
Huntington - Northport,242
Huntington - Kings Park,220
Huntington - Smithtown,178
Penn Station - Inwood,48
Hicksville - Stony Brook,19
Jamaica - Amagansett,134
Lakeview - West Hempstead,8
Yaphank - Lakeview,8
['Yaphank'][],48
Yaphank - Wantagh,17
Hempstead - Hampton Bays,97
Hempstead - Mastic Shirley,62
Hempstead - Glen Cove,6
Valley Stream - Centre Avenue,30
Valley Stream - East Rockaway,27
Hollis - Hollis,196
Hicksville - Central Islip,89
Baldwin - Amityville,55
Baldwin - Copiague,53
Baldwin - Lindenhurst,51
Kew Gardens - Amityville,12
Kew Gardens - Copiague,12
Kew Gardens - Lindenhurst,12
Kew Gardens - Lynbrook,24
Kew Gardens - Rockville Centre,43
Kew Gardens - Baldwin,40
Kew Gardens - Freeport,38
Woodside - Amityville,303
Woodside - Copiague,233
Lakeview - Babylon,15
East New York - Yaphank,45
Islip - Oakdale,58
Islip - Sayville,10
Lynbrook - Bellmore,94
Lynbrook - Massapequa,77
Lynbrook - Amityville,60
['Glen Cove'][],178
Glen Cove - East Rockaway,66
Glen Cove - Malverne,18
Douglaston - Glen Cove,30
Douglaston - Kings Park,31
['Douglaston'][],82
Amityville - Lindenhurst,38
Atlantic Terminal - Syosset,67
Atlantic Terminal - Cold Spring Harbor,52
Farmingdale - Brentwood,48
Farmingdale - Central Islip,43
Bellmore - Seaford,43
Bellmore - Massapequa Park,38
Bellmore - Amityville,37
Bellmore - Copiague,33
Bellmore - Lindenhurst,28
Hunterspoint Avenue - Brentwood,101
Hunterspoint Avenue - Central Islip,95
Huntington - St. James,163
Huntington - Stony Brook,74
Long Island City - Cold Spring Harbor,62
Long Island City - Northport,138
Long Island City - Kings Park,115
Long Island City - Smithtown,96
Long Island City - St. James,87
Long Island City - Stony Brook,45
Lynbrook - Wantagh,74
Lynbrook - Seaford,73
Lynbrook - Massapequa Park,57
Lynbrook - Copiague,43
Lynbrook - Lindenhurst,37
['Deer Park'][],91
['Hicksville'][],108
Valley Stream - Rockville Centre,47
['West Hempstead'][],113
Nostrand Avenue - Locust Manor,37
Nostrand Avenue - Laurelton,32
Nostrand Avenue - Rosedale,23
Nostrand Avenue - Valley Stream,14
Nostrand Avenue - Gibson,11
Nostrand Avenue - Hewlett,11
Nostrand Avenue - Woodmere,10
Amagansett - Amagansett,192
Lakeview - Hampton Bays,18
[]['Lakeview'],8
['Long Island City'][],59
Long Island City - Medford,14
Long Island City - Wyandanch,12
Long Island City - Port Jefferson,9
East New York - Hollis,35
East New York - Queens Village,25
East New York - Bellerose,24
East New York - Floral Park,23
East New York - Stewart Manor,19
East New York - Nassau Boulevard,17
Locust Manor - Rosedale,9
Mattituck - Mattituck,29
Woodside - Babylon,10
Westbury - Hampton Bays,102
Westbury - West Hempstead,19
Mets-Willets Point - Murray Hill,74
Mets-Willets Point - Broadway,86
Mets-Willets Point - Auburndale,85
Mets-Willets Point - Bayside,71
Mets-Willets Point - Douglaston,62
Mets-Willets Point - Little Neck,54
Mets-Willets Point - Great Neck,52
Woodside - Lindenhurst,173
Great Neck - Plandome,13
Auburndale - Douglaston,14
['Laurelton'][],12
Laurelton - Patchogue,3
Laurelton - East Rockaway,5
Westbury - Laurelton,3
Mineola - Albertson,84
Mineola - Roslyn,82
Mineola - Greenvale,78
Mineola - Glen Head,65
Mineola - Sea Cliff,55
Mineola - Glen Street,51
Belmont - Oakdale,12
Belmont - Bay Shore,14
Mineola - Stony Brook,9
Hunterspoint Avenue - Locust Valley,45
Woodside - Manhasset,55
Woodside - Plandome,33
Syosset - Huntington,15
Hunterspoint Avenue - Babylon,61
Hunterspoint Avenue - Islip,99
Hunterspoint Avenue - Great River,40
Hunterspoint Avenue - Oakdale,38
Laurelton - Valley Stream,5
Yaphank - Hempstead Gardens,17
Hicksville - Westhampton,96
Kew Gardens - Hicksville,97
Hunterspoint Avenue - Kew Gardens,118
Hunterspoint Avenue - Great Neck,116
Freeport - Massapequa,68
Freeport - Massapequa Park,60
Freeport - Copiague,36
Freeport - Lindenhurst,33
Bay Shore - Great River,36
Bay Shore - Oakdale,43
Forest Hills - Floral Park,11
Forest Hills - New Hyde Park,35
Forest Hills - Merillon Avenue,26
Forest Hills - Mineola,32
Forest Hills - Westbury,18
Forest Hills - Hicksville,12
['Albertson'][],13
Westbury - Mastic Shirley,50
Westbury - Smithtown,69
Valley Stream - Baldwin,2
Valley Stream - Freeport,2
Valley Stream - Merrick,2
Valley Stream - Bellmore,2
Valley Stream - Wantagh,2
Mets-Willets Point - Plandome,13
Lynbrook - East Rockaway,22
Lynbrook - Oceanside,21
Lynbrook - Island Park,19
[]['West Hempstead'],9
Deer Park - Islip,52
['Hunterspoint Avenue'][],86
Penn Station - Speonk,156
Penn Station - Hampton Bays,110
Broadway - Hempstead,15
Broadway - Mastic Shirley,11
Broadway - Baldwin,12
Broadway - Westbury,11
East Hampton - Montauk,21
Merrick - Massapequa Park,43
Merrick - Amityville,39
Merrick - Copiague,38
Auburndale - Little Neck,12
Kings Park - St. James,9
Kings Park - Stony Brook,8
Merrick - Lindenhurst,34
[]['Westbury'],54
Queens Village - East Rockaway,72
Queens Village - Locust Valley,90
['Queens Village'][],167
Queens Village - Far Rockaway,33
Mineola - Glen Cove,34
Mineola - Locust Valley,26
Ronkonkoma - Medford,40
Ronkonkoma - Yaphank,35
Ronkonkoma - Riverhead,25
Ronkonkoma - Mattituck,18
Ronkonkoma - Southold,16
Seaford - Massapequa Park,31
Seaford - Amityville,34
Seaford - Copiague,29
Seaford - Lindenhurst,26
New Hyde Park - Baldwin,5
Hicksville - Bay Shore,7
Hicksville - Islip,7
Hicksville - Great River,6
Hicksville - Oakdale,5
Hicksville - Sayville,5
Hicksville - Patchogue,1
Hicksville - Bellport,1
Hicksville - Mastic Shirley,1
Hicksville - Speonk,1
Hicksville - Hampton Bays,1
Hicksville - Southampton,1
Hicksville - Bridgehampton,1
Hicksville - East Hampton,1
Hicksville - Amagansett,1
Malverne - Malverne,56
['Auburndale'][],52
Auburndale - Central Islip,10
Auburndale - Lynbrook,10
Auburndale - Plandome,10
Forest Hills - Hollis,7
Forest Hills - Queens Village,7
Forest Hills - Bellerose,5
Forest Hills - Stewart Manor,4
Westbury - Syosset,27
Westbury - Cold Spring Harbor,24
Kew Gardens - Mineola,21
Kew Gardens - Bethpage,4
Kew Gardens - Farmingdale,3
Valley Stream - Oceanside,19
Valley Stream - Island Park,11
Woodside - Gibson,5
East New York - Garden City,14
East New York - Country Life Press,13
Valley Stream - Seaford,1
Islip - Patchogue,3
Islip - Bellport,2
Queens Village - Westbury,5
Great Neck - Deer Park,11
['Bay Shore'][],3
Hempstead - Baldwin,60
Hempstead - Westbury,126
East New York - Locust Manor,24
East New York - Laurelton,21
East Rockaway - Bay Shore,52
East Rockaway - Oakdale,44
Little Neck - Manhasset,6
Westbury - Stony Brook,4
Mastic Shirley - Hampton Bays,9
['Mastic Shirley'][],2
Kings Park - Mastic Shirley,1
Kings Park - East Rockaway,1
['Kings Park'][],2
Yaphank - Yaphank,5
Nostrand Avenue - Hollis,21
Nostrand Avenue - Queens Village,13
Nostrand Avenue - Bellerose,13
Nostrand Avenue - Floral Park,9
Nostrand Avenue - Stewart Manor,9
Forest Hills - St. Albans,49
Babylon - East Hampton,40
Babylon - Amagansett,32
East New York - Baldwin,29
East New York - Freeport,20
East New York - Merrick,18
Jamaica - Malverne,27
Jamaica - Lakeview,21
Jamaica - Hempstead Gardens,20
Nostrand Avenue - Nassau Boulevard,7
Nostrand Avenue - Garden City,4
Nostrand Avenue - Country Life Press,4
[]['Sea Cliff'],12
[]['Nostrand Avenue'],14
[]['St. Albans'],12
[]['Auburndale'],7
[]['Plandome'],6
[]['Hampton Bays'],8
[]['East Rockaway'],35
['Bridgehampton'][],7
Smithtown - Bridgehampton,7
Penn Station - Ronkonkoma,4
Woodside - Hewlett,2
Woodside - Woodmere,2
Woodside - Cedarhurst,2
Woodside - Lawrence,2
New Hyde Park - East Williston,1
New Hyde Park - Albertson,1
New Hyde Park - Roslyn,1
New Hyde Park - Greenvale,1
New Hyde Park - Glen Head,1
New Hyde Park - Sea Cliff,1
New Hyde Park - Glen Street,1
New Hyde Park - Glen Cove,3
New Hyde Park - Locust Valley,1
East New York - Bellmore,15
East New York - Wantagh,52
East New York - Seaford,7
East New York - Massapequa,6
East New York - Massapequa Park,6
East New York - Amityville,5
East New York - Copiague,4
East New York - Lindenhurst,3
Bellport - Bellport,54
Penn Station - Amagansett,38
Douglaston - Bethpage,22
Douglaston - Nassau Boulevard,39
Bridgehampton - Amagansett,2
Manhasset - Lakeview,2
['Manhasset'][],53
Auburndale - St. Albans,5
Nostrand Avenue - Auburndale,3
Nostrand Avenue - St. Albans,18
Nostrand Avenue - Lynbrook,10
Nostrand Avenue - Rockville Centre,27
Nostrand Avenue - Baldwin,22
Nostrand Avenue - Freeport,19
Nostrand Avenue - Merrick,14
Nostrand Avenue - Bellmore,14
Nostrand Avenue - Wantagh,14
Nostrand Avenue - Seaford,14
Nostrand Avenue - Massapequa,13
Nostrand Avenue - Massapequa Park,13
Nostrand Avenue - Amityville,11
Nostrand Avenue - Copiague,10
Nostrand Avenue - Lindenhurst,10
Glen Cove - Bay Shore,17
Glen Cove - Oakdale,17
Glen Cove - Stony Brook,8
Glen Cove - Hewlett,7
Belmont - Massapequa Park,4
Belmont - Centre Avenue,4
Medford - Medford,20
St. Albans - Baldwin,17
Far Rockaway - Massapequa,39
['Far Rockaway'][],39
Locust Valley - Far Rockaway,39
Pinelawn - Pinelawn,10
Queens Village - Stewart Manor,7
Mets-Willets Point - Manhasset,14
Bayside - Manhasset,11
Bayside - Plandome,10
Forest Hills - Bethpage,1
Forest Hills - Farmingdale,1
East Williston - Roslyn,7
East Williston - Greenvale,7
East Williston - Glen Head,7
East Williston - Sea Cliff,7
East Williston - Glen Street,7
East Williston - Glen Cove,5
East Williston - Locust Valley,5
East New York - New Hyde Park,37
East New York - Merillon Avenue,8
East New York - Mineola,7
East New York - Carle Place,7
East New York - Westbury,15
East New York - Hicksville,7
Nassau Boulevard - Locust Manor,21
Nassau Boulevard - Bethpage,21
['Nassau Boulevard'][],42
Nassau Boulevard - Kings Park,21
Douglaston - Malverne,29
Valley Stream - Inwood,6
Greenlawn - Kings Park,7
Greenlawn - Smithtown,7
Greenlawn - St. James,7
Greenlawn - Stony Brook,5
East New York - Valley Stream,25
East New York - Gibson,9
Forest Hills - Valley Stream,11
Forest Hills - Centre Avenue,6
Forest Hills - East Rockaway,6
Forest Hills - Oceanside,4
Atlantic Terminal - Long Beach,1
East New York - Rosedale,16
Forest Hills - Lindenhurst,44
Forest Hills - Carle Place,17
Forest Hills - Syosset,5
Forest Hills - Cold Spring Harbor,5
Queens Village - Oakdale,21
Queens Village - Bay Shore,19
['Nostrand Avenue'][],1
Hampton Bays - Bridgehampton,10
Hampton Bays - East Hampton,3
Hampton Bays - Amagansett,2
Bay Shore - Patchogue,19
Bay Shore - Bellport,11
Bay Shore - Mastic Shirley,14
Bay Shore - Speonk,15
Bay Shore - Westhampton,14
Bay Shore - Hampton Bays,11
Bay Shore - Southampton,7
Bay Shore - Bridgehampton,7
Cold Spring Harbor - Greenlawn,2
Malverne - East Rockaway,11
['Malverne'][],9
['East Hampton'][],22
Broadway - Manhasset,3
Long Island City - Locust Valley,4
Westhampton - Southampton,9
Westhampton - Bridgehampton,8
Kew Gardens - Merrick,31
Kew Gardens - Bellmore,26
Kew Gardens - Wantagh,25
Kew Gardens - Seaford,22
Kew Gardens - Massapequa,18
Kew Gardens - Massapequa Park,13
Glen Cove - Smithtown,8
[]['Glen Cove'],6
['East New York'][],194
East New York - Hempstead Gardens,31
East New York - West Hempstead,26
East New York - Hempstead,9
East New York - Hampton Bays,27
East New York - East Rockaway,31
Kew Gardens - Hollis,3
Kew Gardens - Queens Village,3
Kew Gardens - Bellerose,3
Kew Gardens - Floral Park,7
Kew Gardens - Stewart Manor,3
Kew Gardens - Nassau Boulevard,3
Kew Gardens - Garden City,3
Kew Gardens - Country Life Press,2
East New York - Centre Avenue,8
East New York - Oceanside,7
East New York - Island Park,7
Bay Shore - East Hampton,6
Bay Shore - Amagansett,6
Woodside - Bay Shore,8
Valley Stream - Hempstead Gardens,11
Broadway - Douglaston,18
Broadway - Little Neck,14
Broadway - Great Neck,4
Sayville - Bellport,12
Sayville - Mastic Shirley,16
Auburndale - East Rockaway,8
Auburndale - Baldwin,7
Speonk - Hampton Bays,11
Plandome - East Rockaway,21
Manhasset - Lynbrook,18
Manhasset - Central Islip,23
Merillon Avenue - Westbury,21
Merillon Avenue - Hicksville,15
Merillon Avenue - Syosset,12
Merillon Avenue - Cold Spring Harbor,11
Douglaston - East Rockaway,18
New Hyde Park - Farmingdale,6
New Hyde Park - Wyandanch,5
Kew Gardens - St. Albans,10
Rosedale - Lynbrook,1
Rosedale - Centre Avenue,1
Rosedale - East Rockaway,1
East Rockaway - Island Park,11
['Speonk'][],4
Broadway - Glen Cove,6
East New York - Bethpage,14
East New York - Farmingdale,14
Westbury - Hewlett,3
Belmont - Westbury,3
Auburndale - Great Neck,3
Jamaica - Belmont,4
Bethpage - Pinelawn,5
Bethpage - Wyandanch,19
Bethpage - Deer Park,17
Bethpage - Brentwood,17
Bethpage - Central Islip,15
Speonk - Southampton,8
Belmont - Baldwin,1
Syosset - Greenlawn,13
Syosset - Northport,11
Syosset - Kings Park,10
Syosset - Smithtown,8
['Wyandanch'][],2
Wyandanch - Medford,1
Long Island City - Hampton Bays,7
Merillon Avenue - Carle Place,14
East New York - Westwood,4
East New York - Malverne,3
East New York - Lakeview,1
Nostrand Avenue - Centre Avenue,2
Nostrand Avenue - East Rockaway,2
Nostrand Avenue - Oceanside,2
Nostrand Avenue - Island Park,2
Murray Hill - Plandome,2
East Rockaway - Bridgehampton,8
Glen Head - Glen Street,5
Floral Park - Nassau Boulevard,3
Floral Park - Garden City,2
Floral Park - Country Life Press,2
Jamaica - Ronkonkoma,1
Glen Cove - Patchogue,2
Glen Cove - Laurelton,2
Albertson - West Hempstead,10
Kew Gardens - New Hyde Park,15
Kew Gardens - Merillon Avenue,12
Kew Gardens - Westbury,10
Massapequa - Copiague,23
Massapequa - Lindenhurst,22
Cold Spring Harbor - Northport,1
Cold Spring Harbor - Kings Park,1
Cold Spring Harbor - Smithtown,1
Cold Spring Harbor - St. James,1
Cold Spring Harbor - Stony Brook,1
Nostrand Avenue - Cedarhurst,6
Nostrand Avenue - Lawrence,5
['Sayville'][],7
Port Jefferson - Sayville,6
['Port Jefferson'][],18
Port Jefferson - Wyandanch,6
Port Jefferson - Medford,6
Queens Village - Nassau Boulevard,6
Queens Village - Garden City,6
Queens Village - Country Life Press,6
Jamaica - Long Beach,17
[]['Baldwin'],2
West Hempstead - Hampton Bays,4
West Hempstead - Mastic Shirley,3
Southampton - East Hampton,6
Southampton - Amagansett,6
Mastic Shirley - Westhampton,6
[]['Mastic Shirley'],6
[]['Kings Park'],6
[]['Malverne'],6
['Lakeview'][],6
New Hyde Park - Lakeview,6
New Hyde Park - Yaphank,12
New Hyde Park - Wantagh,6
East New York - Mastic Shirley,9
Westbury - Kings Park,5
Kew Gardens - Great Neck,6
Kew Gardens - Islip,6
Kew Gardens - Deer Park,8
['Kew Gardens'][],6
Kew Gardens - Wyandanch,2
Kew Gardens - Brentwood,2
Kew Gardens - Central Islip,2
Woodside - Islip,5
Woodside - Great River,5
Woodside - Oakdale,5
Woodside - Sayville,2
Woodside - Patchogue,2
Woodside - Bellport,2
East New York - Wyandanch,8
East New York - Deer Park,8
East New York - Brentwood,8
Forest Hills - Island Park,3
St. Albans - Merrick,8
St. Albans - Bellmore,8
St. Albans - Wantagh,7
St. Albans - Seaford,7
St. Albans - Massapequa,7
St. Albans - Massapequa Park,8
St. Albans - Amityville,5
St. Albans - Copiague,4
St. Albans - Lindenhurst,4
East New York - Central Islip,6
Greenvale - Sea Cliff,3
Greenvale - Glen Street,3
Greenvale - Glen Cove,3
Woodmere - Lawrence,2
Woodmere - Inwood,2
Long Island City - East Rockaway,4
Broadway - Plandome,1
Hunterspoint Avenue - Rockville Centre,5
Hunterspoint Avenue - Baldwin,4
[]['Amagansett'],3
['Jamaica'][],6
Westbury - East Hampton,3
Westbury - Bridgehampton,3
Forest Hills - Nassau Boulevard,1
Forest Hills - Garden City,1
Forest Hills - Country Life Press,1
Queens Village - Glen Cove,4
East Rockaway - East Hampton,6
Wyandanch - Brentwood,7
Bellerose - Stewart Manor,2
Bellerose - Nassau Boulevard,2
Bellerose - Garden City,1
['Oakdale'][],8
East Rockaway - Baldwin,5
Glen Cove - Mastic Shirley,4
Glen Cove - Hampton Bays,4
Bellport - Speonk,1
Great River - Sayville,5
Mastic Shirley - Southampton,2
Glen Head - Glen Cove,4
Glen Head - Locust Valley,1
['Central Islip'][],6
Central Islip - Lynbrook,5
Hempstead - Hempstead Gardens,1
Hempstead - Yaphank,1
Hempstead - Wantagh,1
Kew Gardens - Carle Place,7
Westhampton - East Hampton,5
Westhampton - Amagansett,4
Speonk - Bridgehampton,7
Syosset - St. James,6
Syosset - Stony Brook,3
Centre Avenue - Oceanside,2
Centre Avenue - Island Park,2
Westbury - Malverne,11
Douglaston - Westbury,14
Long Island City - Patchogue,1
Long Island City - Mastic Shirley,1
Long Island City - Speonk,1
Long Island City - Southampton,1
Long Island City - East Hampton,1
Long Island City - Amagansett,1
Long Island City - Montauk,1
[]['Lynbrook'],3
[]['Manhasset'],3
Douglaston - Baldwin,3
Wyandanch - Central Islip,5
Stewart Manor - Garden City,3
Stewart Manor - Country Life Press,3
['Locust Valley'][],2
['St. Albans'][],8
East New York - Hewlett,5
East New York - Woodmere,5
East New York - Cedarhurst,4
East New York - Lawrence,3
East New York - Inwood,3
Merillon Avenue - Bethpage,2
Merillon Avenue - Farmingdale,2
Merillon Avenue - Wyandanch,2
Merillon Avenue - Deer Park,2
Merillon Avenue - Brentwood,2
Merillon Avenue - Central Islip,2
Nassau Boulevard - Country Life Press,1
Kew Gardens - Syosset,1
Kew Gardens - Cold Spring Harbor,1
['Plandome'][],8
Plandome - Smithtown,2
['Stony Brook'][],2
Albertson - Greenvale,1
Albertson - Glen Head,1
Albertson - Sea Cliff,1
Albertson - Glen Street,1
Albertson - Glen Cove,1
Nostrand Avenue - Inwood,3
Islip - Mastic Shirley,1
Islip - Speonk,1
Islip - Westhampton,1
Stony Brook - Hewlett,1
Westbury - Bethpage,1
Westbury - Farmingdale,1
Westbury - Wyandanch,1
New Hyde Park - Deer Park,2
New Hyde Park - Brentwood,2
New Hyde Park - Central Islip,2
[]['Central Islip'],2
Manhasset - East Rockaway,2
Oakdale - Patchogue,1
Oakdale - Mastic Shirley,1
Oakdale - Speonk,1
Oakdale - Westhampton,1
Hempstead - Kings Park,1
Speonk - East Hampton,5
Speonk - Amagansett,5
Nostrand Avenue - Sea Cliff,2
Great River - Patchogue,2
Great River - Bellport,2
Penn Station - Port Washington,1
Hewlett - Cedarhurst,1
Hewlett - Lawrence,1
Hewlett - Inwood,1
Woodside - Inwood,1
Country Life Press - Lindenhurst,1
Little Neck - Plandome,2
Hempstead Gardens - East Rockaway,4
Plandome - Bridgehampton,1
Plandome - East Hampton,1
Forest Hills - Gibson,2
Centre Avenue - Long Beach,1
Plandome - Lakeview,2
Floral Park - Merillon Avenue,1
Mastic Shirley - Bridgehampton,1
Mastic Shirley - East Hampton,1
Mastic Shirley - Amagansett,1
Westwood - Lakeview,1
Westwood - Hempstead Gardens,1
['Wantagh'][],7
Yaphank - East Rockaway,1
Great Neck - Hicksville,2
Valley Stream - Far Rockaway,1
Jamaica - Hempstead,1
Manhasset - St. Albans,3
Albertson - Cold Spring Harbor,3
Douglaston - Manhasset,2
Laurelton - Lynbrook,2
Laurelton - Centre Avenue,2
Laurelton - Oceanside,2
Laurelton - Island Park,2
Forest Hills - Hewlett,1
Forest Hills - Woodmere,1
Douglaston - Plandome,2
Gibson - Woodmere,2
Gibson - Cedarhurst,2
Gibson - Lawrence,2
Gibson - Inwood,2
['Babylon'][],2
Locust Manor - Lynbrook,1
Locust Manor - Centre Avenue,1
Locust Manor - East Rockaway,1
Locust Manor - Oceanside,1
Locust Manor - Island Park,1
Plandome - Baldwin,1
Sea Cliff - Glen Cove,1
Atlantic Terminal - Hempstead,1
Locust Manor - Gibson,3
New Hyde Park - Huntington,1
New Hyde Park - Greenlawn,1
New Hyde Park - Northport,1
New Hyde Park - Kings Park,1
New Hyde Park - Smithtown,1
New Hyde Park - St. James,1
Rosedale - Hewlett,1
Yaphank - West Hempstead,1
Nostrand Avenue - Bethpage,1
Nostrand Avenue - Farmingdale,1
Woodside - Mastic Shirley,1
Greenvale - Locust Valley,1
Roslyn - Glen Head,1
Roslyn - Sea Cliff,1
Roslyn - Glen Street,1
Kew Gardens - Valley Stream,1
Kew Gardens - Centre Avenue,1
Kew Gardens - East Rockaway,1
Kew Gardens - Oceanside,1
Kew Gardens - Island Park,1
Locust Manor - Hewlett,2
Locust Manor - Woodmere,2
Locust Manor - Cedarhurst,2
Locust Manor - Lawrence,2
Locust Manor - Inwood,2
Smithtown - Stony Brook,1
Nostrand Avenue - Manhasset,1
